"gene_id","gRNA_group","pair_type"
"LSS","nt","negative_control"
"PSMC4","nt","negative_control"
"PSMC4","nt","negative_control"
"PSMC4","nt","negative_control"
"PSMC4","nt","negative_control"
"PSMB1","nt","negative_control"
"PSMB1","nt","negative_control"
"MLXIP","nt","negative_control"
"MLXIP","nt","negative_control"
"ATG16L1","nt","negative_control"
"SURF2","nt","negative_control"
"SURF2","nt","negative_control"
"SURF2","nt","negative_control"
"SURF2","nt","negative_control"
"SURF2","rs524137","candidate"
"SURF2","rs73660574","candidate"
"MED22","nt","negative_control"
"MED22","rs524137","candidate"
"MED22","rs73660574","candidate"
"DUSP16","nt","negative_control"
"SURF4","nt","negative_control"
"SURF4","rs524137","candidate"
"SURF4","rs73660574","candidate"
"DGKD","nt","negative_control"
"DGKD","nt","negative_control"
"RPL7A","nt","negative_control"
"RPL7A","nt","negative_control"
"RPL7A","rs524137","candidate"
"RPL7A","rs73660574","candidate"
"RPS25","nt","negative_control"
"ADI1","nt","negative_control"
"TUBGCP5","nt","negative_control"
"PAGR1","nt","negative_control"
"PAGR1","rs34286592","candidate"
"HERC2P2","nt","negative_control"
"AP2A2","nt","negative_control"
"REXO4","nt","negative_control"
"REXO4","rs524137","candidate"
"REXO4","rs73660574","candidate"
"BORCS5","nt","negative_control"
"BORCS5","nt","negative_control"
"CEP72","nt","negative_control"
"HYOU1","nt","negative_control"
"HYOU1","nt","negative_control"
"CCDC163","nt","negative_control"
"PCMTD2","nt","negative_control"
"PCMTD2","nt","negative_control"
"PCMTD2","nt","negative_control"
"SURF1","nt","negative_control"
"SURF1","rs524137","candidate"
"SURF1","rs73660574","candidate"
"CYFIP1","nt","negative_control"
"CYFIP1","nt","negative_control"
"VPS11","nt","negative_control"
"KIF15","nt","negative_control"
"KIF15","nt","negative_control"
"ZNF780A","nt","negative_control"
"FBL","nt","negative_control"
"TAF4","nt","negative_control"
"TAF4","nt","negative_control"
"TRAPPC4","nt","negative_control"
"TRAPPC4","nt","negative_control"
"CACFD1","nt","negative_control"
"CACFD1","rs524137","candidate"
"CACFD1","rs73660574","candidate"
"RASA3","nt","negative_control"
"RASA3","nt","negative_control"
"RASA3","nt","negative_control"
"LINC01667","nt","negative_control"
"TAMM41","nt","negative_control"
"TAMM41","nt","negative_control"
"ZNF43","nt","negative_control"
"ZNF43","nt","negative_control"
"AK6","nt","negative_control"
"TSTD3","nt","negative_control"
"SBNO2","nt","negative_control"
"UBR7","nt","negative_control"
"UBR7","nt","negative_control"
"UBR7","nt","negative_control"
"ZNF430","nt","negative_control"
"FAM27B","nt","negative_control"
"FAM27B","nt","negative_control"
"TBCD","nt","negative_control"
"TBCD","nt","negative_control"
"TBCD","nt","negative_control"
"TBCD","nt","negative_control"
"PCGF2","nt","negative_control"
"PCGF2","nt","negative_control"
"C11orf98","nt","negative_control"
"ZNHIT3","nt","negative_control"
"SLC43A2","nt","negative_control"
"TIMM22","nt","negative_control"
"TIMM22","nt","negative_control"
"RRN3","nt","negative_control"
"NAPRT","nt","negative_control"
"MRPS36","nt","negative_control"
"LENG1","nt","negative_control"
"MYO19","nt","negative_control"
"GRAMD4P3","nt","negative_control"
"MOAP1","nt","negative_control"
"MOAP1","nt","negative_control"
"MOAP1","nt","negative_control"
"RPS17","nt","negative_control"
"CLN8","nt","negative_control"
"TRIM69","nt","negative_control"
"TRIM69","nt","negative_control"
"ABCC1","nt","negative_control"
"ZNF8","nt","negative_control"
"ZNF251","nt","negative_control"
"LY6E","nt","negative_control"
"TIGD5","nt","negative_control"
"MRPL45","nt","negative_control"
"MBOAT7","nt","negative_control"
"SPC25","nt","negative_control"
"SPC25","nt","negative_control"
"CCDC125","nt","negative_control"
"MROH6","nt","negative_control"
"MROH6","nt","negative_control"
"PGM5P2","nt","negative_control"
"DDX52","nt","negative_control"
"RBFOX2","nt","negative_control"
"ZNF670","nt","negative_control"
"CPEB1","nt","negative_control"
"CPEB1","nt","negative_control"
"GP6","nt","negative_control"
"GP6","nt","negative_control"
"HMOX2","nt","negative_control"
"HMOX2","nt","negative_control"
"HMOX2","nt","negative_control"
"ZNF280B","nt","negative_control"
"TJP1","nt","negative_control"
"RPS9","nt","negative_control"
"RPS9","nt","negative_control"
"PIP4K2B","nt","negative_control"
"PIP4K2B","nt","negative_control"
"HERC2","nt","negative_control"
"CDK7","nt","negative_control"
"BTBD7","nt","negative_control"
"BTBD7","nt","negative_control"
"BTBD7","nt","negative_control"
"TYW1B","nt","negative_control"
"TYW1B","nt","negative_control"
"TYW1B","nt","negative_control"
"LINC00869","nt","negative_control"
"MARF1","nt","negative_control"
"MARF1","nt","negative_control"
"MARF1","nt","negative_control"
"ANKRD20A21P","nt","negative_control"
"ANKRD20A21P","nt","negative_control"
"PLEKHM1","nt","negative_control"
"PLEKHM1","nt","negative_control"
"TADA2A","nt","negative_control"
"ARHGEF26","nt","negative_control"
"STAG3L2","nt","negative_control"
"STAG3L2","nt","negative_control"
"STAG3L2","nt","negative_control"
"B3GNTL1","nt","negative_control"
"B3GNTL1","nt","negative_control"
"GTF2H2","nt","negative_control"
"IFI27L1","nt","negative_control"
"IFI27L1","nt","negative_control"
"IFI27L2","nt","negative_control"
"TAF15","nt","negative_control"
"FAN1","nt","negative_control"
"NDUFA3","nt","negative_control"
"CWC25","nt","negative_control"
"DNAJA3","nt","negative_control"
"DNAJA3","nt","negative_control"
"CEP170","nt","negative_control"
"MIF","nt","negative_control"
"PYCR3","nt","negative_control"
"RAD17","nt","negative_control"
"KEL","nt","negative_control"
"IRF7","nt","negative_control"
"HRAS","nt","negative_control"
"HRAS","nt","negative_control"
"HRAS","nt","negative_control"
"APBA2","nt","negative_control"
"MYH11","nt","negative_control"
"MYH11","nt","negative_control"
"TAF9","nt","negative_control"
"RDM1","nt","negative_control"
"RDM1","nt","negative_control"
"SINHCAF","nt","negative_control"
"SINHCAF","nt","negative_control"
"RDH13","nt","negative_control"
"ZNF623","nt","negative_control"
"ZNF623","nt","negative_control"
"ZNF623","nt","negative_control"
"FRG1HP","nt","negative_control"
"FRG1HP","nt","negative_control"
"NSF","nt","negative_control"
"NSF","nt","negative_control"
"NSF","nt","negative_control"
"RNH1","nt","negative_control"
"RNH1","nt","negative_control"
"ERMARD","nt","negative_control"
"ERMARD","nt","negative_control"
"WHAMMP3","nt","negative_control"
"SLC22A18","nt","negative_control"
"SDCCAG8","nt","negative_control"
"SDCCAG8","nt","negative_control"
"AATF","nt","negative_control"
"NAIP","nt","negative_control"
"ORAI1","nt","negative_control"
"UHRF1","nt","negative_control"
"WDR81","nt","negative_control"
"WDR81","nt","negative_control"
"TMEM251","nt","negative_control"
"DUSP14","nt","negative_control"
"NDE1","nt","negative_control"
"PSMB3","nt","negative_control"
"PSMB3","nt","negative_control"
"PRPF31","nt","negative_control"
"PRPF31","nt","negative_control"
"KANSL1","nt","negative_control"
"MLLT6","nt","negative_control"
"MLLT6","nt","negative_control"
"SMARCB1","nt","negative_control"
"SMARCB1","nt","negative_control"
"NTAN1","nt","negative_control"
"KLF13","nt","negative_control"
"SLC2A11","nt","negative_control"
"NAPEPLD","nt","negative_control"
"GON7","nt","negative_control"
"GON7","nt","negative_control"
"BFAR","nt","negative_control"
"PIGW","nt","negative_control"
"ADAM32","nt","negative_control"
"PTP4A3","nt","negative_control"
"PTP4A3","nt","negative_control"
"PTP4A3","nt","negative_control"
"ARHGAP11A","nt","negative_control"
"MPV17L","nt","negative_control"
"ZNF280A","nt","negative_control"
"ZNF280A","nt","negative_control"
"PDXDC1","nt","negative_control"
"PDXDC1","nt","negative_control"
"EPHB6","nt","negative_control"
"DHRS11","nt","negative_control"
"FAM120B","nt","negative_control"
"FAM120B","nt","negative_control"
"NOSTRIN","nt","negative_control"
"YTHDC1","nt","negative_control"
"YTHDC1","nt","negative_control"
"YTHDC1","nt","negative_control"
"TLCD2","nt","negative_control"
"IFI27","nt","negative_control"
"ACACA","nt","negative_control"
"ACACA","nt","negative_control"
"FRG1","nt","negative_control"
"FRG1","nt","negative_control"
"PRXL2B","nt","negative_control"
"ZNF2","nt","negative_control"
"ZNF2","nt","negative_control"
"GGNBP2","nt","negative_control"
"LPCAT1","nt","negative_control"
"LPCAT1","nt","negative_control"
"NUDT18","nt","negative_control"
"NUDT18","nt","negative_control"
"PPP4R3B","nt","negative_control"
"ZNF66","nt","negative_control"
"ZNF66","nt","negative_control"
"CCDC92","nt","negative_control"
"CCDC92","nt","negative_control"
"METRNL","nt","negative_control"
"METRNL","nt","negative_control"
"PRAME","nt","negative_control"
"PRAME","nt","negative_control"
"ITPK1","nt","negative_control"
"TRAPPC12","nt","negative_control"
"TRAPPC12","nt","negative_control"
"TRAPPC12","nt","negative_control"
"MRM1","nt","negative_control"
"PARN","nt","negative_control"
"PARN","nt","negative_control"
"PARN","nt","negative_control"
"CLPTM1L","nt","negative_control"
"BDP1","nt","negative_control"
"PHRF1","nt","negative_control"
"PHRF1","nt","negative_control"
"NOMO1","nt","negative_control"
"NOMO1","nt","negative_control"
"CISD3","nt","negative_control"
"CISD3","nt","negative_control"
"ZNF100","nt","negative_control"
"ARHGEF10","nt","negative_control"
"NMRAL1","nt","negative_control"
"NMRAL1","nt","negative_control"
"NMRAL1","nt","negative_control"
"SPATC1L","nt","negative_control"
"SPATC1L","nt","negative_control"
"NLRP2","nt","negative_control"
"GLIS2","nt","negative_control"
"CFD","nt","negative_control"
"PHLDA2","nt","negative_control"
"RCC1L","nt","negative_control"
"RCC1L","nt","negative_control"
"RCC1L","nt","negative_control"
"YWHAE","nt","negative_control"
"YWHAE","nt","negative_control"
"PRPF8","nt","negative_control"
"DLG5","nt","negative_control"
"ZNF707","nt","negative_control"
"LRRC37A2","nt","negative_control"
"LRRC37A2","nt","negative_control"
"LENG8","nt","negative_control"
"DECR2","nt","negative_control"
"DECR2","nt","negative_control"
"SCRIB","nt","negative_control"
"SCRIB","nt","negative_control"
"GAGE13","nt","negative_control"
"SOCS7","nt","negative_control"
"NATD1","nt","negative_control"
"RILP","nt","negative_control"
"RILP","nt","negative_control"
"PUF60","nt","negative_control"
"PUF60","nt","negative_control"
"PUF60","nt","negative_control"
"TSEN34","nt","negative_control"
"SYNRG","nt","negative_control"
"SYNRG","nt","negative_control"
"CNOT3","nt","negative_control"
"TNFRSF14","nt","negative_control"
"FAM83H","nt","negative_control"
"RASSF7","nt","negative_control"
"PPP2R3B","nt","negative_control"
"TFPT","nt","negative_control"
"USP27X","nt","negative_control"
"USP27X","nt","negative_control"
"DDX24","nt","negative_control"
"DDX24","nt","negative_control"
"CDKN1C","nt","negative_control"
"B2M","nt","negative_control"
"CHCHD10","nt","negative_control"
"EEF1D","nt","negative_control"
"NAP1L4","nt","negative_control"
"PANK4","nt","negative_control"
"ZBTB8B","nt","negative_control"
"ZBTB8B","nt","negative_control"
"SMDT1","nt","negative_control"
"SMDT1","nt","negative_control"
"DCP1A","nt","negative_control"
"DCP1A","nt","negative_control"
"NDUFA6","nt","negative_control"
"NDUFA6","nt","negative_control"
"NDUFA6","nt","negative_control"
"GTF2IP20","nt","negative_control"
"ZNF595","nt","negative_control"
"ZNF595","nt","negative_control"
"CD24","nt","negative_control"
"POM121C","nt","negative_control"
"KMT2B","nt","negative_control"
"KMT2B","nt","negative_control"
"NUDT3","nt","negative_control"
"NUDT3","nt","negative_control"
"GTF2H5","nt","negative_control"
"MILR1","nt","negative_control"
"MILR1","nt","negative_control"
"MILR1","rs76708468","candidate"
"LIX1L","nt","negative_control"
"LIX1L","nt","negative_control"
"NBPF10","nt","negative_control"
"RAP2CP1","nt","negative_control"
"NBPF14","nt","negative_control"
"MTRNR2L11","nt","negative_control"
"MTRNR2L11","nt","negative_control"
"SLC25A53","nt","negative_control"
"SLC25A53","nt","negative_control"
"SLC25A53","nt","negative_control"
"NBPF9","nt","negative_control"
"CT45A10","nt","negative_control"
"CT45A10","nt","negative_control"
"TMEM185A","nt","negative_control"
"ZNF587B","nt","negative_control"
"IKBKG","nt","negative_control"
"MTRNR2L12","nt","negative_control"
"MRPS17P1","nt","negative_control"
"MRPS17P1","nt","negative_control"
"CSAG3","nt","negative_control"
"NBPF12","nt","negative_control"
"NBPF12","nt","negative_control"
"NDUFA7","nt","negative_control"
"NDUFA7","nt","negative_control"
"NDUFV2P1","nt","negative_control"
"NDUFV2P1","nt","negative_control"
"LIN37","nt","negative_control"
"ZNF224","nt","negative_control"
"ZNF224","nt","negative_control"
"FDX2","nt","negative_control"
"ZNF887P","nt","negative_control"
"SLC25A1P5","nt","negative_control"
"PTGES3L","nt","negative_control"
"ZNF850","nt","negative_control"
"ZNF850","nt","negative_control"
"ZNF850","nt","negative_control"
"AARSD1","nt","negative_control"
"FXYD1","nt","negative_control"
"MRPS21","nt","negative_control"
"NCOA4","nt","negative_control"
"NCOA4","nt","negative_control"
"NBPF15","nt","negative_control"
"NBPF15","nt","negative_control"
"STRADA","nt","negative_control"
"STRADA","rs76708468","candidate"
"RASSF5","nt","negative_control"
"BAHCC1","nt","negative_control"
"BAHCC1","nt","negative_control"
"BAHCC1","nt","negative_control"
"SRGAP2","nt","negative_control"
"TXNIP","nt","negative_control"
"TXNIP","nt","negative_control"
"FSBP","nt","negative_control"
"SEC22B","nt","negative_control"
"SEC22B","nt","negative_control"
"RPL17","nt","negative_control"
"RPL17","nt","negative_control"
"TUFMP1","nt","negative_control"
"RNF115","nt","negative_control"
"RNF115","nt","negative_control"
"TIMM23","nt","negative_control"
"RBM8A","nt","negative_control"
"SUZ12P1","nt","negative_control"
"SUZ12P1","nt","negative_control"
"OTUD7B","nt","negative_control"
"DYNLL2","nt","negative_control"
"NBPF11","nt","negative_control"
"UBBP4","nt","negative_control"
"UBBP4","nt","negative_control"
"UBBP4","nt","negative_control"
"IKBKE","nt","negative_control"
"SRSF8","nt","negative_control"
"SRSF8","nt","negative_control"
"HCN3","nt","negative_control"
"HCN3","nt","negative_control"
"HCN3","nt","negative_control"
"SCAMP3","nt","negative_control"
"TMEM50B","nt","negative_control"
"PAXBP1","nt","negative_control"
"ZNF234","nt","negative_control"
"ZNF234","nt","negative_control"
"GTF2I","nt","negative_control"
"GTF2I","nt","negative_control"
"SMIM10L1","nt","negative_control"
"CCNQ","nt","negative_control"
"CCNQ","nt","negative_control"
"C19orf84","nt","negative_control"
"C19orf84","nt","negative_control"
"LSM14A","nt","negative_control"
"INTS3","nt","negative_control"
"INTS3","nt","negative_control"
"MRPL12","nt","negative_control"
"IFNGR2","nt","negative_control"
"IFNGR2","nt","negative_control"
"UTP4","nt","negative_control"
"PKLR","nt","negative_control"
"PKLR","nt","negative_control"
"SSBP1","nt","negative_control"
"SSBP1","nt","negative_control"
"SSBP1","nt","negative_control"
"FAM189B","nt","negative_control"
"FAM189B","nt","negative_control"
"FAM189B","nt","negative_control"
"OVCA2","nt","negative_control"
"OVCA2","nt","negative_control"
"OVCA2","nt","negative_control"
"SKA1","nt","negative_control"
"SKA1","nt","negative_control"
"GART","nt","negative_control"
"GART","nt","negative_control"
"GBA","nt","negative_control"
"WASH8P","nt","negative_control"
"WASH8P","nt","negative_control"
"PTPRC","nt","negative_control"
"PTPRC","rs1926231","candidate"
"PTPRC","rs1326279","candidate"
"PTPRC","rs1326270","candidate"
"PTPRC","rs75567729","candidate"
"PTPRC","1:198630156_CCA_C","candidate"
"PTPRC","rs1998843","candidate"
"PTPRC","rs4915152","candidate"
"PTPRC","rs6669994","candidate"
"PTPRC","rs78900449","candidate"
"AGK","nt","negative_control"
"AGK","nt","negative_control"
"ATP23","nt","negative_control"
"TCF20","nt","negative_control"
"TCF20","nt","negative_control"
"GATAD2B","nt","negative_control"
"GATAD2B","nt","negative_control"
"CLK2","nt","negative_control"
"SMIM36","nt","negative_control"
"BOLA2-SMG1P6","nt","negative_control"
"BOLA2-SMG1P6","nt","negative_control"
"BOLA2-SMG1P6","rs34286592","candidate"
"C15orf65","nt","negative_control"
"GAN","nt","negative_control"
"SMG1P7","nt","negative_control"
"ZNF865","nt","negative_control"
"ZNF865","nt","negative_control"
