"Gene","gene_id","gene"
"IGKV2-4","ENSG00000282448","ENSG00000282448"
"IGKV1-5","ENSG00000282801","ENSG00000282801"
"IGKV1-6","ENSG00000282163","ENSG00000282163"
"IGKV3-7","ENSG00000282310","ENSG00000282310"
"IGKV1-8","ENSG00000283113","ENSG00000283113"
"IGKV1-9","ENSG00000282758","ENSG00000282758"
"IGKV2-10","ENSG00000282248","ENSG00000282248"
"IGKV3-11","ENSG00000282823","ENSG00000282823"
"IGKV1-12","ENSG00000282694","ENSG00000282694"
"IGKV1-13","ENSG00000282603","ENSG00000282603"
"IGKV2-14","ENSG00000282251","ENSG00000282251"
"IGKV3-15","ENSG00000282447","ENSG00000282447"
"IGKV1-16","ENSG00000282282","ENSG00000282282"
"IGKV1-17","ENSG00000281978","ENSG00000281978"
"IGKV2-18","ENSG00000282200","ENSG00000282200"
"IGKV2-19","ENSG00000282244","ENSG00000282244"
"IGKV3-20","ENSG00000282402","ENSG00000282402"
"IGKV6-21","ENSG00000282210","ENSG00000282210"
"IGKV1-22","ENSG00000282762","ENSG00000282762"
"IGKV2-23","ENSG00000282093","ENSG00000282093"
"IGKV2-24","ENSG00000282671","ENSG00000282671"
"IGKV3-25","ENSG00000282062","ENSG00000282062"
"IGKV2-26","ENSG00000282622","ENSG00000282622"
"ENSG00000277852",NA,"ENSG00000277852"
"IGKV1-27","ENSG00000282666","ENSG00000282666"
"IGKV2-28","ENSG00000282025","ENSG00000282025"
"IGKV2-29","ENSG00000282635","ENSG00000282635"
"IGKV2-30","ENSG00000281933","ENSG00000281933"
"IGKV3-31","ENSG00000282743","ENSG00000282743"
"IGKV1-32","ENSG00000282571","ENSG00000282571"
"IGKV1-33","ENSG00000282811","ENSG00000282811"
"IGKV3-34","ENSG00000282149","ENSG00000282149"
"IGKV1-35","ENSG00000282157","ENSG00000282157"
"IGKV2-36","ENSG00000282646","ENSG00000282646"
"IGKV1-37","ENSG00000282394","ENSG00000282394"
"IGKV2-38","ENSG00000282387","ENSG00000282387"
"IGKV1-39","ENSG00000282120","ENSG00000282120"
"IGKV2-40","ENSG00000282182","ENSG00000282182"
"ENSG00000283427",NA,"ENSG00000283427"
"ENSG00000283196",NA,"ENSG00000283196"
"ENSG00000283132",NA,"ENSG00000283132"
"ENSG00000283214",NA,"ENSG00000283214"
"ENSG00000283659",NA,"ENSG00000283659"
"IGKV2D-40","ENSG00000251039","ENSG00000251039"
"IGKV1D-39","ENSG00000251546","ENSG00000251546"
"IGKV2D-38","ENSG00000254009","ENSG00000254009"
"IGKV1D-37","ENSG00000250036","ENSG00000250036"
"IGKV2D-36","ENSG00000253127","ENSG00000253127"
"IGKV1D-35","ENSG00000232747","ENSG00000232747"
"IGKV3D-34","ENSG00000253501","ENSG00000253501"
"IGKV1D-33","ENSG00000239975","ENSG00000239975"
"IGKV1D-32","ENSG00000253191","ENSG00000253191"
"IGKV3D-31","ENSG00000253999","ENSG00000253999"
"IGKV2D-30","ENSG00000239571","ENSG00000239571"
"IGKV2D-29","ENSG00000243264","ENSG00000243264"
"IGKV2D-28","ENSG00000242534","ENSG00000242534"
"IGKV1D-27","ENSG00000224607","ENSG00000224607"
"IGKV2D-26","ENSG00000211623","ENSG00000211623"
"IGKV3D-25","ENSG00000254097","ENSG00000254097"
"IGKV2D-24","ENSG00000241566","ENSG00000241566"
"IGKV2D-23","ENSG00000254345","ENSG00000254345"
"IGKV1D-22","ENSG00000253365","ENSG00000253365"
"IGKV6D-21","ENSG00000225523","ENSG00000225523"
"IGKV3D-20","ENSG00000211625","ENSG00000211625"
"IGKV2D-19","ENSG00000253765","ENSG00000253765"
"IGKV2D-18","ENSG00000254220","ENSG00000254220"
"IGKV6D-41","ENSG00000211626","ENSG00000211626"
"IGKV1D-17","ENSG00000242766","ENSG00000242766"
"IGKV1D-16","ENSG00000241244","ENSG00000241244"
"IGKV3D-15","ENSG00000224041","ENSG00000224041"
"IGKV2D-14","ENSG00000254292","ENSG00000254292"
"IGKV1D-13","ENSG00000276566","ENSG00000276566"
"IGKV1D-12","ENSG00000278857","ENSG00000278857"
"IGKV3D-11","ENSG00000211632","ENSG00000211632"
"IGKV2D-10","ENSG00000253906","ENSG00000253906"
"IGKV1D-42","ENSG00000211633","ENSG00000211633"
"IGKV1D-43","ENSG00000242580","ENSG00000242580"
"IGKV1D-8","ENSG00000281078","ENSG00000281078"
"IGKV3D-7","ENSG00000275777","ENSG00000275777"
"ENSG00000275490",NA,"ENSG00000275490"
"IGKV1OR2-118","ENSG00000280572","ENSG00000280572"
"ENSG00000265897",NA,"ENSG00000265897"
"ENSG00000230964",NA,"ENSG00000230964"
"ENSG00000278131",NA,"ENSG00000278131"
"LSP1P4","ENSG00000143429","ENSG00000143429"
"RNA5SP100","ENSG00000222835","ENSG00000222835"
"DRD5P1","ENSG00000184303","ENSG00000184303"
"ENSG00000230572",NA,"ENSG00000230572"
"NKAIN1P2","ENSG00000271627","ENSG00000271627"
"ENSG00000223703",NA,"ENSG00000223703"
"KMT5AP2","ENSG00000232531","ENSG00000232531"
"GGT8P","ENSG00000236969","ENSG00000236969"
"IGKV1OR2-1","ENSG00000235235","ENSG00000235235"
"ABCD1P5","ENSG00000214330","ENSG00000214330"
"ENSG00000237085",NA,"ENSG00000237085"
"PABPC1P6","ENSG00000227497","ENSG00000227497"
"SLC9B1P2","ENSG00000214329","ENSG00000214329"
"ACTR3BP2","ENSG00000226481","ENSG00000226481"
"CHEK2P3","ENSG00000234898","ENSG00000234898"
"ENSG00000235147",NA,"ENSG00000235147"
"IGKV1OR2-2","ENSG00000223816","ENSG00000223816"
"BMS1P23","ENSG00000286156","ENSG00000286156"
"ENSG00000261522",NA,"ENSG00000261522"
"ENSG00000259916",NA,"ENSG00000259916"
"CNN2P11","ENSG00000237383","ENSG00000237383"
"GXYLT1P7","ENSG00000227265","ENSG00000227265"
"CNN2P8","ENSG00000213355","ENSG00000213355"
"ENSG00000234837",NA,"ENSG00000234837"
"CYP4F32P","ENSG00000223564","ENSG00000223564"
"ENSG00000232502",NA,"ENSG00000232502"
"SNX18P14","ENSG00000235571","ENSG00000235571"
"ANKRD20A8P","ENSG00000229089","ENSG00000229089"
"SOWAHCP5","ENSG00000278631","ENSG00000278631"
"ENSG00000259848",NA,"ENSG00000259848"
"TEKT4","ENSG00000163060","ENSG00000163060"
"MT-MTCO1P48",NA,"MT-MTCO1P48"
"MT-MTCO3P45",NA,"MT-MTCO3P45"
"RPS24P6","ENSG00000233158","ENSG00000233158"
"ENSG00000231331",NA,"ENSG00000231331"
"ENSG00000232594",NA,"ENSG00000232594"
"ENSG00000233105",NA,"ENSG00000233105"
"ENSG00000224585",NA,"ENSG00000224585"
"ENSG00000233447",NA,"ENSG00000233447"
"ENSG00000235186",NA,"ENSG00000235186"
"MAL","ENSG00000172005","ENSG00000172005"
"MRPS5","ENSG00000289685","ENSG00000289685"
"ZNF514","ENSG00000144026","ENSG00000144026"
"ZNF2","ENSG00000275111","ENSG00000275111"
"SLC2AXP1","ENSG00000275768","ENSG00000275768"
"ENSG00000233757",NA,"ENSG00000233757"
"PROM2","ENSG00000155066","ENSG00000155066"
"KCNIP3","ENSG00000115041","ENSG00000115041"
"FABP7P2","ENSG00000235129","ENSG00000235129"
"FAHD2A","ENSG00000115042","ENSG00000115042"
"ENSG00000248821",NA,"ENSG00000248821"
"ENSG00000233275",NA,"ENSG00000233275"
"ENSG00000227120",NA,"ENSG00000227120"
"UBTFL5","ENSG00000204705","ENSG00000204705"
"ENSG00000277747",NA,"ENSG00000277747"
"ENSG00000234903",NA,"ENSG00000234903"
"TRIM43B","ENSG00000144010","ENSG00000144010"
"ENSG00000238162",NA,"ENSG00000238162"
"ENSG00000223917",NA,"ENSG00000223917"
"ENSG00000237308",NA,"ENSG00000237308"
"ENSG00000224719",NA,"ENSG00000224719"
"TRIM64FP","ENSG00000226185","ENSG00000226185"
"ENSG00000229689",NA,"ENSG00000229689"
"ENSG00000236431",NA,"ENSG00000236431"
"ENSG00000233037",NA,"ENSG00000233037"
"OR7E102P","ENSG00000168992","ENSG00000168992"
"TRIM51JP","ENSG00000232717","ENSG00000232717"
"ENSG00000274028",NA,"ENSG00000274028"
"ENSG00000230083",NA,"ENSG00000230083"
"TRIM43","ENSG00000144015","ENSG00000144015"
"ENSG00000236026",NA,"ENSG00000236026"
"ENSG00000271003",NA,"ENSG00000271003"
"ENSG00000270193",NA,"ENSG00000270193"
"UBTFL3","ENSG00000204699","ENSG00000204699"
"ENSG00000275497",NA,"ENSG00000275497"
"ENSG00000235959",NA,"ENSG00000235959"
"ENSG00000236750",NA,"ENSG00000236750"
"GPAT2P1","ENSG00000237510","ENSG00000237510"
"ANKRD36C","ENSG00000174501","ENSG00000174501"
"FAHD2CP","ENSG00000231584","ENSG00000231584"
"GPAT2","ENSG00000186281","ENSG00000186281"
"ADRA2B","ENSG00000274286","ENSG00000274286"
"ASTL","ENSG00000188886","ENSG00000188886"
"DUSP2","ENSG00000158050","ENSG00000158050"
"STARD7","ENSG00000084090","ENSG00000084090"
"TMEM127","ENSG00000135956","ENSG00000135956"
"CIAO1","ENSG00000144021","ENSG00000144021"
"SNRNP200","ENSG00000144028","ENSG00000144028"
"ITPRIPL1","ENSG00000198885","ENSG00000198885"
"NCAPH","ENSG00000121152","ENSG00000121152"
"NEURL3","ENSG00000163121","ENSG00000163121"
"ARID5A","ENSG00000196843","ENSG00000196843"
"KANSL3","ENSG00000114982","ENSG00000114982"
"FER1L5","ENSG00000249715","ENSG00000249715"
"LMAN2L","ENSG00000114988","ENSG00000114988"
"CNNM4","ENSG00000158158","ENSG00000158158"
"CNNM3","ENSG00000168763","ENSG00000168763"
"ANKRD23","ENSG00000163126","ENSG00000163126"
"ANKRD39","ENSG00000213337","ENSG00000213337"
"SEMA4C","ENSG00000168758","ENSG00000168758"
"FAM178B","ENSG00000168754","ENSG00000168754"
"RNA5SP101","ENSG00000252845","ENSG00000252845"
"ENSG00000275094",NA,"ENSG00000275094"
"ENSG00000273634",NA,"ENSG00000273634"
"ENSG00000248134",NA,"ENSG00000248134"
"TRIM43CP","ENSG00000144188","ENSG00000144188"
"ENSG00000230343",NA,"ENSG00000230343"
"ENSG00000236847",NA,"ENSG00000236847"
"IGKV2OR2-1","ENSG00000270748","ENSG00000270748"
"IGKV2OR2-2","ENSG00000271402","ENSG00000271402"
"IGKV1OR2-3","ENSG00000204670","ENSG00000204670"
"GPAT2P2","ENSG00000188383","ENSG00000188383"
"FAHD2B","ENSG00000144199","ENSG00000144199"
"ANKRD36","ENSG00000135976","ENSG00000135976"
"IGKV1OR2-9","ENSG00000271351","ENSG00000271351"
"IGKV2OR2-10","ENSG00000276050","ENSG00000276050"
"IGKV2OR2-7D","ENSG00000271015","ENSG00000271015"
"IGKV3OR2-5","ENSG00000270252","ENSG00000270252"
"IGKV1OR2-6","ENSG00000271569","ENSG00000271569"
"IGKV2OR2-7","ENSG00000270450","ENSG00000270450"
"IGKV2OR2-8","ENSG00000278537","ENSG00000278537"
"IGKV1OR2-11","ENSG00000270187","ENSG00000270187"
"ANKRD36B","ENSG00000196912","ENSG00000196912"
"ENSG00000235833",NA,"ENSG00000235833"
"UBTFL6","ENSG00000228970","ENSG00000228970"
"COX5B","ENSG00000135940","ENSG00000135940"
"ACTR1B","ENSG00000115073","ENSG00000115073"
"C2orf92","ENSG00000228486","ENSG00000228486"
"ZAP70","ENSG00000115085","ENSG00000115085"
"TMEM131","ENSG00000075568","ENSG00000075568"
"HMGN1P36","ENSG00000235734","ENSG00000235734"
"VWA3B","ENSG00000168658","ENSG00000168658"
"ATP5F1BP1","ENSG00000231635","ENSG00000231635"
"CNGA3","ENSG00000144191","ENSG00000144191"
"INPP4A","ENSG00000040933","ENSG00000040933"
"COA5","ENSG00000183513","ENSG00000183513"
"UNC50","ENSG00000115446","ENSG00000115446"
"MGAT4A","ENSG00000071073","ENSG00000071073"
"YWHAQP5","ENSG00000236564","ENSG00000236564"
"CRACDL","ENSG00000196872","ENSG00000196872"
"TSGA10","ENSG00000135951","ENSG00000135951"
"SMC3P1","ENSG00000231822","ENSG00000231822"
"C2orf15","ENSG00000273045","ENSG00000273045"
"ENSG00000241962",NA,"ENSG00000241962"
"LIPT1","ENSG00000144182","ENSG00000144182"
"ENSG00000273155",NA,"ENSG00000273155"
"MITD1","ENSG00000158411","ENSG00000158411"
"MRPL30","ENSG00000185414","ENSG00000185414"
"LYG2","ENSG00000185674","ENSG00000185674"
"LYG1","ENSG00000144214","ENSG00000144214"
"TXNDC9","ENSG00000115514","ENSG00000115514"
"EIF5B","ENSG00000158417","ENSG00000158417"
"REV1","ENSG00000135945","ENSG00000135945"
"AFF3","ENSG00000144218","ENSG00000144218"
"LONRF2","ENSG00000170500","ENSG00000170500"
"CYCSP7","ENSG00000269383","ENSG00000269383"
"ENSG00000270699",NA,"ENSG00000270699"
"CHST10","ENSG00000115526","ENSG00000115526"
"RALBP1P2","ENSG00000238029","ENSG00000238029"
"NMS","ENSG00000204640","ENSG00000204640"
"ARPP19P2","ENSG00000204637","ENSG00000204637"
"PDCL3","ENSG00000115539","ENSG00000115539"
"HMGN2P22","ENSG00000227259","ENSG00000227259"
"NANOGNBP1","ENSG00000226034","ENSG00000226034"
"NPAS2","ENSG00000170485","ENSG00000170485"
"RPL31","ENSG00000071082","ENSG00000071082"
"TBC1D8","ENSG00000204634","ENSG00000204634"
"BBIP1P1","ENSG00000271532","ENSG00000271532"
"CNOT11","ENSG00000158435","ENSG00000158435"
"RNF149","ENSG00000163162","ENSG00000163162"
"CREG2","ENSG00000175874","ENSG00000175874"
"ENSG00000226058",NA,"ENSG00000226058"
"RFX8","ENSG00000196460","ENSG00000196460"
"RPS6P3","ENSG00000237549","ENSG00000237549"
"PRCPP1","ENSG00000232556","ENSG00000232556"
"MAP4K4","ENSG00000071054","ENSG00000071054"
"IL1R2","ENSG00000115590","ENSG00000115590"
"IL1R1","ENSG00000115594","ENSG00000115594"
"IL1RL2","ENSG00000115598","ENSG00000115598"
"FAM183DP","ENSG00000205716","ENSG00000205716"
"IL1RL1","ENSG00000115602","ENSG00000115602"
"IL18R1","ENSG00000115604","ENSG00000115604"
"SDR42E1P5","ENSG00000236785","ENSG00000236785"
"IL18RAP","ENSG00000115607","ENSG00000115607"
"SLC9A4","ENSG00000180251","ENSG00000180251"
"SLC9A2","ENSG00000115616","ENSG00000115616"
"MFSD9","ENSG00000135953","ENSG00000135953"
"TMEM182","ENSG00000170417","ENSG00000170417"
"ENSG00000227623",NA,"ENSG00000227623"
"CRLF3P1","ENSG00000236596","ENSG00000236596"
"ENSG00000221849",NA,"ENSG00000221849"
"CAPZBP1","ENSG00000231723","ENSG00000231723"
"AHCYP3","ENSG00000233955","ENSG00000233955"
"RPL23AP27","ENSG00000225669","ENSG00000225669"
"HMGB3P11","ENSG00000213301","ENSG00000213301"
"POU3F3","ENSG00000198914","ENSG00000198914"
"MRPS9","ENSG00000135972","ENSG00000135972"
"GPR45","ENSG00000135973","ENSG00000135973"
"TGFBRAP1","ENSG00000135966","ENSG00000135966"
"C2orf49","ENSG00000135974","ENSG00000135974"
"FHL2","ENSG00000115641","ENSG00000115641"
"NCK2","ENSG00000071051","ENSG00000071051"
"ECRG4","ENSG00000119147","ENSG00000119147"
"UXS1","ENSG00000115652","ENSG00000115652"
"ENSG00000273595",NA,"ENSG00000273595"
"RPL22P10","ENSG00000213295","ENSG00000213295"
"SRSF3P4","ENSG00000224061","ENSG00000224061"
"RPS21P2","ENSG00000230353","ENSG00000230353"
"RPL27AP4","ENSG00000233939","ENSG00000233939"
"ILRUNP1","ENSG00000227513","ENSG00000227513"
"ENSG00000229682",NA,"ENSG00000229682"
"ANAPC1P6","ENSG00000235486","ENSG00000235486"
"PLGLA","ENSG00000240935","ENSG00000240935"
"RGPD3","ENSG00000153165","ENSG00000153165"
"ENSG00000237666",NA,"ENSG00000237666"
"CD8B2","ENSG00000254126","ENSG00000254126"
"EEF1A1P12","ENSG00000214199","ENSG00000214199"
"ST6GAL2","ENSG00000144057","ENSG00000144057"
"PPP1R2P5","ENSG00000229360","ENSG00000229360"
"ENSG00000226905",NA,"ENSG00000226905"
"RGPD4","ENSG00000196862","ENSG00000196862"
"ENSG00000233494",NA,"ENSG00000233494"
"ENSG00000227270",NA,"ENSG00000227270"
"RPL22P8","ENSG00000237745","ENSG00000237745"
"SRSF3P5","ENSG00000235325","ENSG00000235325"
"SLC5A7","ENSG00000115665","ENSG00000115665"
"ACTP1","ENSG00000229890","ENSG00000229890"
"SETD6P1","ENSG00000236877","ENSG00000236877"
"SULT1C3","ENSG00000196228","ENSG00000196228"
"WASF1P1","ENSG00000227597","ENSG00000227597"
"SULT1C2","ENSG00000198203","ENSG00000198203"
"SULT1C2P2","ENSG00000261209","ENSG00000261209"
"SULT1C2P1","ENSG00000237223","ENSG00000237223"
"GMCL1P2","ENSG00000271070","ENSG00000271070"
"SULT1C4","ENSG00000198075","ENSG00000198075"
"SMIM12P1","ENSG00000271284","ENSG00000271284"
"GCC2","ENSG00000135968","ENSG00000135968"
"LIMS1","ENSG00000169756","ENSG00000169756"
"ENSG00000233648",NA,"ENSG00000233648"
"RPL10P5","ENSG00000235644","ENSG00000235644"
"RANBP2","ENSG00000153201","ENSG00000153201"
"CCDC138","ENSG00000163006","ENSG00000163006"
"RPL39P16","ENSG00000227470","ENSG00000227470"
"EDAR","ENSG00000135960","ENSG00000135960"
"SH3RF3","ENSG00000172985","ENSG00000172985"
"SNRPGP9","ENSG00000228551","ENSG00000228551"
"SEPTIN10","ENSG00000186522","ENSG00000186522"
"RPL37P12","ENSG00000237916","ENSG00000237916"
"SOWAHC","ENSG00000198142","ENSG00000198142"
"ENSG00000230603",NA,"ENSG00000230603"
"BMS1P19","ENSG00000231099","ENSG00000231099"
"SRSF3P6","ENSG00000233307","ENSG00000233307"
"RPL22P11","ENSG00000233707","ENSG00000233707"
"RGPD5","ENSG00000015568","ENSG00000015568"
"LIMS3","ENSG00000256977","ENSG00000256977"
"ENSG00000284337",NA,"ENSG00000284337"
"ENSG00000186148",NA,"ENSG00000186148"
"GPAA1P1","ENSG00000240069","ENSG00000240069"
"ZBTB45P1","ENSG00000225108","ENSG00000225108"
"ENSG00000235721",NA,"ENSG00000235721"
"ENSG00000229730",NA,"ENSG00000229730"
"ENSG00000283283",NA,"ENSG00000283283"
"MALL","ENSG00000144063","ENSG00000144063"
"NPHP1","ENSG00000144061","ENSG00000144061"
"ACTR1AP1","ENSG00000233370","ENSG00000233370"
"MTLN","ENSG00000175701","ENSG00000175701"
"ENSG00000261760",NA,"ENSG00000261760"
"MALLP1","ENSG00000282785","ENSG00000282785"
"ENSG00000283167",NA,"ENSG00000283167"
"ENSG00000226991",NA,"ENSG00000226991"
"ENSG00000230650",NA,"ENSG00000230650"
"ZBTB45P2","ENSG00000226065","ENSG00000226065"
"GPAA1P2","ENSG00000230596","ENSG00000230596"
"ENSG00000184115",NA,"ENSG00000184115"
"ENSG00000257207",NA,"ENSG00000257207"
"LIMS4","ENSG00000256671","ENSG00000256671"
"ENSG00000231583",NA,"ENSG00000231583"
"RGPD6","ENSG00000183054","ENSG00000183054"
"RPL22P12","ENSG00000216867","ENSG00000216867"
"BUB1","ENSG00000169679","ENSG00000169679"
"ACOXL","ENSG00000153093","ENSG00000153093"
"RPL5P9","ENSG00000236330","ENSG00000236330"
"BCL2L11","ENSG00000153094","ENSG00000153094"
"ENSG00000227992",NA,"ENSG00000227992"
"RPS14P4","ENSG00000226928","ENSG00000226928"
"PAFAH1B1P2","ENSG00000223973","ENSG00000223973"
"DBF4P2","ENSG00000271635","ENSG00000271635"
"ANAPC1","ENSG00000153107","ENSG00000153107"
"RPL34P8","ENSG00000237583","ENSG00000237583"
"ENSG00000227842",NA,"ENSG00000227842"
"CENPNP2","ENSG00000228615","ENSG00000228615"
"ENSG00000230958",NA,"ENSG00000230958"
"EEF1E1P1","ENSG00000236307","ENSG00000236307"
"MERTK","ENSG00000153208","ENSG00000153208"
"RTRAFP1","ENSG00000225496","ENSG00000225496"
"SLC30A6P1","ENSG00000232277","ENSG00000232277"
"TMEM87B","ENSG00000153214","ENSG00000153214"
"FBLN7","ENSG00000144152","ENSG00000144152"
"ZC3H8","ENSG00000144161","ENSG00000144161"
"ZC3H6","ENSG00000188177","ENSG00000188177"
"NDUFB4P6","ENSG00000235258","ENSG00000235258"
"ENSG00000236555",NA,"ENSG00000236555"
"RGPD8","ENSG00000169629","ENSG00000169629"
"VINAC1P","ENSG00000283698","ENSG00000283698"
"TTL","ENSG00000114999","ENSG00000114999"
"POLR1B","ENSG00000125630","ENSG00000125630"
"CHCHD5","ENSG00000125611","ENSG00000125611"
"ENSG00000231747",NA,"ENSG00000231747"
"SLC20A1","ENSG00000144136","ENSG00000144136"
"NT5DC4","ENSG00000144130","ENSG00000144130"
"CKAP2L","ENSG00000169607","ENSG00000169607"
"IL1A","ENSG00000115008","ENSG00000115008"
"IL1B","ENSG00000125538","ENSG00000125538"
"XIAPP3","ENSG00000180152","ENSG00000180152"
"IL37","ENSG00000125571","ENSG00000125571"
"CDK8P2","ENSG00000227368","ENSG00000227368"
"IL36G","ENSG00000136688","ENSG00000136688"
"HMGN2P23","ENSG00000236124","ENSG00000236124"
"POLR2DP1","ENSG00000232090","ENSG00000232090"
"IL36A","ENSG00000136694","ENSG00000136694"
"IL36B","ENSG00000136696","ENSG00000136696"
"IL36RN","ENSG00000136695","ENSG00000136695"
"IL1F10","ENSG00000136697","ENSG00000136697"
"IL1RN","ENSG00000136689","ENSG00000136689"
"PSD4","ENSG00000125637","ENSG00000125637"
"PAX8","ENSG00000125618","ENSG00000125618"
"IGKV1OR2-108","ENSG00000231292","ENSG00000231292"
"CBWD2","ENSG00000136682","ENSG00000136682"
"FOXD4L1","ENSG00000184492","ENSG00000184492"
"PGM5P4","ENSG00000225398","ENSG00000225398"
"WASH2P","ENSG00000146556","ENSG00000146556"
"DDX11L2","ENSG00000236397","ENSG00000236397"
"RPL23AP7","ENSG00000240356","ENSG00000240356"
"RABL2A","ENSG00000144134","ENSG00000144134"
"SNRPA1P1","ENSG00000144158","ENSG00000144158"
"ACRP1","ENSG00000175509","ENSG00000175509"
"SLC35F5","ENSG00000115084","ENSG00000115084"
"ACTR3","ENSG00000115091","ENSG00000115091"
"SEPHS1P7","ENSG00000231926","ENSG00000231926"
"DPP10","ENSG00000175497","ENSG00000175497"
"RPSAP23","ENSG00000230391","ENSG00000230391"
"ENSG00000271667",NA,"ENSG00000271667"
"ENSG00000224869",NA,"ENSG00000224869"
"MT-MTCYBP39",NA,"MT-MTCYBP39"
"ENSG00000235871",NA,"ENSG00000235871"
"MT-MTND1P28",NA,"MT-MTND1P28"
"MT-MTND2P21",NA,"MT-MTND2P21"
"MT-MTCO1P43",NA,"MT-MTCO1P43"
"ENSG00000227291",NA,"ENSG00000227291"
"DDX18","ENSG00000088205","ENSG00000088205"
"HTR5BP","ENSG00000125631","ENSG00000125631"
"CCDC93","ENSG00000125633","ENSG00000125633"
"ENSG00000224967",NA,"ENSG00000224967"
"INSIG2","ENSG00000125629","ENSG00000125629"
"EN1","ENSG00000163064","ENSG00000163064"
"MARCO","ENSG00000019169","ENSG00000019169"
"C1QL2","ENSG00000144119","ENSG00000144119"
"STEAP3","ENSG00000115107","ENSG00000115107"
"C2orf76","ENSG00000186132","ENSG00000186132"
"DBI","ENSG00000155368","ENSG00000155368"
"TMEM37","ENSG00000171227","ENSG00000171227"
"SCTR","ENSG00000080293","ENSG00000080293"
"CFAP221","ENSG00000163075","ENSG00000163075"
"TMEM177","ENSG00000144120","ENSG00000144120"
"RPL17P15","ENSG00000229326","ENSG00000229326"
"PTPN4","ENSG00000088179","ENSG00000088179"
"RPL27P7","ENSG00000233741","ENSG00000233741"
"EPB41L5","ENSG00000115109","ENSG00000115109"
"MT-MTATP6P26",NA,"MT-MTATP6P26"
"MT-MTCO3P43",NA,"MT-MTCO3P43"
"MT-MTND3P10",NA,"MT-MTND3P10"
"MT-MTND4LP14",NA,"MT-MTND4LP14"
"MT-MTND4P26",NA,"MT-MTND4P26"
"MT-MTND5P28",NA,"MT-MTND5P28"
"TMEM185B","ENSG00000226479","ENSG00000226479"
"RALB","ENSG00000144118","ENSG00000144118"
"INHBB","ENSG00000163083","ENSG00000163083"
"GLI2","ENSG00000074047","ENSG00000074047"
"TFCP2L1","ENSG00000115112","ENSG00000115112"
"RPS17P7","ENSG00000232723","ENSG00000232723"
"CLASP1","ENSG00000074054","ENSG00000074054"
"RPL12P15","ENSG00000230993","ENSG00000230993"
"NPM1P32","ENSG00000213239","ENSG00000213239"
"NIFK","ENSG00000155438","ENSG00000155438"
"TSN","ENSG00000211460","ENSG00000211460"
"ENSG00000270798",NA,"ENSG00000270798"
"ELOAP1","ENSG00000235640","ENSG00000235640"
"PSMD14P1","ENSG00000227738","ENSG00000227738"
"CNTNAP5","ENSG00000155052","ENSG00000155052"
"MT-MTND5P22",NA,"MT-MTND5P22"
"ENSG00000270815",NA,"ENSG00000270815"
"RNA5SP102","ENSG00000252674","ENSG00000252674"
"ENSG00000224410",NA,"ENSG00000224410"
"SLC6A14P3","ENSG00000284963","ENSG00000284963"
"YWHAZP2","ENSG00000213236","ENSG00000213236"
"GYPC","ENSG00000136732","ENSG00000136732"
"ENSG00000235128",NA,"ENSG00000235128"
"TEX51","ENSG00000237524","ENSG00000237524"
"BIN1","ENSG00000136717","ENSG00000136717"
"NIFKP9","ENSG00000237630","ENSG00000237630"
"CYP27C1","ENSG00000186684","ENSG00000186684"
"WBP11P2","ENSG00000226789","ENSG00000226789"
"ERCC3","ENSG00000163161","ENSG00000163161"
